Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.72692E-3,0.372691837,0.503823721,1,0,0
3.72775E-3,0.745466531,0.503901023,0.994764398,0,0
3.75752E-3,1.121219013,0.506671189,0.989528796,0,0
3.7612E-3,1.49733911,0.507012098,0.984293194,0,0
3.76639E-3,1.873977836,0.50749265,0.979057592,0,0
3.79344E-3,2.253321623,0.509991527,0.97382199,0,0
3.87542E-3,2.640863188,0.517487287,0.968586387,0,0
3.90082E-3,3.030945299,0.519786917,0.963350785,0,0
3.90794E-3,3.42173893,0.520428998,0.958115183,0,0
3.91977E-3,3.813715564,0.521494649,0.952879581,0,0
3.94406E-3,4.208121521,0.523675568,0.947643979,0,0
4.02374E-3,4.610495958,0.530759717,0.942408377,0,0
4.07052E-3,5.017547575,0.53486866,0.937172775,0,0
4.2042E-3,5.43796784,0.546415809,0.931937173,0,0
4.22312E-3,5.860279785,0.548026426,0.926701571,0,0
4.22913E-3,6.28319284,0.548537027,0.921465969,0,0
4.26898E-3,6.710091009,0.551907537,0.916230366,0,0
4.2983E-3,7.139921411,0.554371467,0.910994764,0,0
4.36376E-3,7.576297122,0.55982267,0.905759162,0,0
4.37561E-3,8.013857655,0.560802287,0.90052356,0,0
4.38242E-3,8.452099444,0.561364565,0.895287958,0,0
4.40762E-3,8.892861324,0.563438287,0.890052356,0,0
4.40997E-3,9.333858388,0.563631312,0.884816754,0,0
4.44797E-3,9.778654919,0.566737909,0.879581152,0,0
4.45826E-3,10.224480734,0.567575679,0.87434555,0.00591716,0
4.45865E-3,10.6703462,0.56760792,0.869109948,0.01183432,0
4.46044E-3,11.116390047,0.567752934,0.863874346,0.01183432,0
4.46084E-3,11.562473564,0.567785178,0.858638743,0.01183432,0
4.46084E-3,12.454640599,0.567785178,0.842931937,0.01183432,0
4.48669E-3,12.903309232,0.569881142,0.842931937,0.029585799,0
4.48968E-3,13.352277139,0.570123129,0.837696335,0.029585799,0
4.50928E-3,13.803205036,0.571704584,0.832460733,0.041420118,0
4.53602E-3,14.256806611,0.573852516,0.827225131,0.047337278,0
4.581E-3,14.714906403,0.577441933,0.821989529,0.053254438,0
4.59364E-3,17.922869159,0.578445277,0.785340314,0.094674556,0
4.60038E-3,19.301635461,0.57897945,0.769633508,0.112426036,0
4.65427E-3,19.767062607,0.583224279,0.764397906,0.118343195,0
4.66483E-3,20.233546052,0.584051302,0.759162304,0.118343195,0
4.66795E-3,20.700340614,0.584294575,0.753926702,0.124260355,0
4.66878E-3,21.167218173,0.58435945,0.748691099,0.124260355,0
4.66878E-3,24.435361083,0.58435945,0.706806283,0.124260355,0
4.68166E-3,24.903527078,0.585365256,0.706806283,0.171597633,0
4.70461E-3,25.37398777,0.587150564,0.701570681,0.171597633,0
4.72451E-3,25.846439269,0.588693214,0.696335079,0.171597633,0
4.75189E-3,26.32162869,0.590805383,0.691099476,0.171597633,0
4.76713E-3,26.798341342,0.591975778,0.685863874,0.171597633,0
4.79092E-3,27.277433146,0.59379714,0.680628272,0.171597633,0
4.83177E-3,28.2397015,0.596905277,0.670157068,0.183431953,0
4.83886E-3,28.723587331,0.597442551,0.664921466,0.183431953,0
4.83886E-3,29.207473163,0.597442551,0.654450262,0.183431953,0
4.86149E-3,29.693622659,0.599152469,0.654450262,0.195266272,0
4.88511E-3,30.668282792,0.600928277,0.643979058,0.207100592,0
4.8875E-3,31.157032334,0.601107519,0.638743455,0.213017751,0
4.90338E-3,31.647370356,0.602297249,0.633507853,0.213017751,0
4.92566E-3,32.139936535,0.603960102,0.628272251,0.218934911,0
4.93684E-3,39.529547105,0.604791754,0.54973822,0.307692308,0
4.94914E-3,40.02446157,0.605705082,0.544502618,0.325443787,0
4.95597E-3,40.520058469,0.606210747,0.539267016,0.325443787,0
4.98957E-3,41.019015137,0.608690801,0.534031414,0.331360947,0
5.05767E-3,41.524782252,0.613670199,0.528795812,0.343195266,0
5.05767E-3,50.628590331,0.613670199,0.429319372,0.343195266,0
5.06645E-3,51.135235005,0.614307192,0.429319372,0.455621302,0
5.07163E-3,51.64239788,0.614682846,0.42408377,0.455621302,0
5.07163E-3,53.671049383,0.614682846,0.397905759,0.455621302,0
5.15275E-3,54.186324382,0.620516004,0.397905759,0.485207101,0
5.1594E-3,54.702264002,0.62098998,0.392670157,0.485207101,0
5.20107E-3,55.222371335,0.62394872,0.387434555,0.485207101,0
5.28755E-3,55.751126732,0.630014666,0.382198953,0.485207101,0
5.31914E-3,56.283040944,0.632205849,0.376963351,0.485207101,0
5.36688E-3,56.819728774,0.635492577,0.371727749,0.556213018,0
5.36688E-3,57.893104434,0.635492577,0.356020942,0.556213018,0
5.4047E-3,58.433574687,0.63807598,0.356020942,0.573964497,0
5.4047E-3,58.974044941,0.63807598,0.345549738,0.573964497,0
5.41336E-3,59.515380769,0.63866459,0.345549738,0.585798817,0
5.47896E-3,62.228620188,0.643094714,0.319371728,0.615384615,0
5.47945E-3,66.063941619,0.643127385,0.282722513,0.656804734,0
5.50753E-3,66.614694554,0.6450069,0.277486911,0.674556213,0
5.56783E-3,69.9252427,0.649009801,0.246073298,0.710059172,0
5.58543E-3,70.483786139,0.650169486,0.240837696,0.733727811,0
5.65388E-3,71.049173738,0.654642964,0.235602094,0.798816568,0
5.69296E-3,71.61847015,0.657172129,0.230366492,0.810650888,0
5.71096E-3,72.189566082,0.658330259,0.22513089,0.810650888,0
5.71401E-3,72.760966694,0.658525956,0.219895288,0.810650888,0
5.97027E-3,73.357993678,0.674590999,0.214659686,0.810650888,0
5.98222E-3,73.956216053,0.67532165,0.209424084,0.810650888,0
6.01502E-3,74.557718052,0.677317823,0.204188482,0.816568047,0
6.01502E-3,75.76072205,0.677317823,0.188481675,0.816568047,0
6.06226E-3,76.36694815,0.680171636,0.188481675,0.834319527,0
6.09008E-3,87.281799789,0.681840319,0.094240838,0.940828402,0
6.17925E-3,87.899724316,0.687130454,0.089005236,0.940828402,0
6.37085E-3,88.536809406,0.698202561,0.083769634,0.940828402,0
6.88467E-3,89.225276696,0.72599811,0.078534031,0.940828402,0
6.94121E-3,89.919397863,0.728895804,0.073298429,0.940828402,0
6.94121E-3,91.307640198,0.728895804,0.057591623,0.940828402,0
6.94708E-3,92.00234783,0.729194616,0.057591623,0.958579882,0
6.98982E-3,94.785452838,0.731362597,0.036649215,0.982248521,0
7.70652E-3,95.556104506,0.765233278,0.031413613,0.982248521,0
7.73053E-3,96.329157792,0.766291117,0.02617801,0.982248521,0
7.73328E-3,97.102486003,0.766411908,0.020942408,0.982248521,0
9.65838E-3,98.068324002,0.837357183,0.015706806,0.982248521,0
